,hex8,avg_centrality,lat,lng,walk,transit,bike
928,882a10709dfffff,0.0,40.655377884592724,-74.06106011749003,0,0.0,25
929,882a1070adfffff,0.0,40.67259344792606,-74.1066378894693,66,63.0,59
930,882a1070b1fffff,0.0015080416417140704,40.64669179254622,-74.08847075033913,58,63.0,47
931,882a1070b3fffff,0.0016410859413275066,40.63883898039106,-74.0860106942925,81,72.0,43
932,882a1070b5fffff,0.0006521595562012944,40.64903047394278,-74.09924692722738,30,46.0,44
933,882a1070b7fffff,0.0011548687468433227,40.64117762529728,-74.0967849285289,58,58.0,43
934,882a1070b9fffff,4.569133407407049e-05,40.65220571128327,-74.08015467347931,16,66.0,41
935,882a1070bbfffff,0.00046806500925874827,40.64435219744819,-74.07769573375066,87,79.0,55
936,882a1070bdfffff,0.0,40.654545343091534,-74.09093163314716,11,43.0,34
937,882a10720bfffff,0.0,40.75685909850768,-74.02238963026836,54,79.0,50
938,882a107211fffff,0.02317670523194444,40.74112987198723,-74.01748117571597,35,77.0,47
939,882a107213fffff,0.02108347098967609,40.733266364277256,-74.01502818806925,78,100.0,87
940,882a107215fffff,0.006292637405936325,40.743478261141604,-74.02827490787871,98,62.0,72
941,882a107217fffff,0.01786128003466091,40.735614715865424,-74.02581997000401,85,89.0,69
942,882a107219fffff,0.028200335005241002,40.746644773127144,-74.00914047636304,91,100.0,92
943,882a10721bfffff,0.03632574744316458,40.738780566092146,-74.00668861308874,99,100.0,90
944,882a10721dfffff,0.006600829933808487,40.74899411680955,-74.01993498964615,72,62.0,65
945,882a10724bfffff,0.0005375451067537704,40.775758558736776,-74.00815504259369,51,,48
946,882a107251fffff,0.027876515056733355,40.76002506197138,-74.00324943564168,82,100.0,91
947,882a107253fffff,0.02874842249236855,40.752159418752036,-74.00079787164594,97,100.0,94
948,882a107255fffff,0.00631817079850713,40.762375398265895,-74.01404668140908,17,,37
949,882a107257fffff,0.04311465412599832,40.75450971726392,-74.01159316566698,50,79.0,66
950,882a107259fffff,0.04536293027148154,40.765540150398465,-73.9949037992709,97,100.0,94
951,882a10725bfffff,0.04657170939709105,40.75767380832863,-73.99245336126558,99,100.0,90
952,882a10725dfffff,0.013290937150763665,40.76789144204523,-74.00570182582135,26,72.0,43
953,882a107281fffff,0.025958786833523734,40.70416790835039,-74.01600847979245,96,100.0,80
954,882a107283fffff,0.026071676802079658,40.696308051048874,-74.01355767052156,41,96.0,44
955,882a107285fffff,0.014849840358062381,40.70651519254288,-74.02679363522061,36,100.0,39
956,882a107287fffff,0.007924019611795676,40.698655296993564,-74.02434087879382,14,78.0,30
957,882a107289fffff,0.04904665225863192,40.709680266183405,-74.0076741787482,100,100.0,90
958,882a10728bfffff,0.03222218746655917,40.7018197092839,-74.00522449215497,96,100.0,78
959,882a10728dfffff,0.022428846248801988,40.71202850371859,-74.01846011396844,91,100.0,76
960,882a107291fffff,0.03569819727615742,40.686100810596066,-74.00032759129533,93,100.0,93
961,882a107293fffff,0.0329407235379816,40.678242469278246,-73.99788037621518,96,96.0,92
962,882a107295fffff,0.017638411248241462,40.68844893204949,-74.0111076857485,32,62.0,50
963,882a107297fffff,0.01675236346069812,40.68059055158758,-74.0086585250662,93,71.0,94
964,882a107299fffff,0.04152863100033279,40.69161081624209,-73.99199475722205,100,100.0,90
965,882a10729bfffff,0.051630723509704934,40.68375177552683,-73.98954866473906,98,100.0,91
966,882a10729dfffff,0.03403799538861444,40.69395989067634,-74.00277562980635,80,100.0,75
967,882a1072a9fffff,0.003019928409742683,40.70886156149525,-74.03757995786475,25,60.0,39
968,882a1072abfffff,0.003019928409742683,40.7010016281444,-74.03512525404876,6,39.0,29
969,882a1072b9fffff,0.003019928409742683,40.690796139521076,-74.02188894752507,16,53.0,28
970,882a1072bbfffff,0.0056979781315899675,40.682937720360876,-74.019437841007,44,46.0,59
971,882a1072bdfffff,0.003019928409742683,40.69314243264491,-74.03267137605107,4,0.0,27
972,882a1072c1fffff,0.041495523155109224,40.72305436427269,-74.00178736299634,99,100.0,96
973,882a1072c3fffff,0.05401032457411288,40.7151923699604,-73.99933797536255,100,100.0,89
974,882a1072c5fffff,0.03581584405630647,40.725403593915914,-74.01257602629768,86,100.0,90
975,882a1072c7fffff,0.0398246347128805,40.71754156113932,-74.01012468999328,100,100.0,88
976,882a1072c9fffff,0.042783818226815463,40.7285669125862,-73.99344813267909,99,100.0,95
977,882a1072cbfffff,0.05031076697119325,40.720704219149056,-73.99099986933716,100,100.0,96
978,882a1072cdfffff,0.03216375040453974,40.73091709639526,-74.00423757543584,100,100.0,91
979,882a1072d1fffff,0.039593223659540995,40.70498104661735,-73.986105814679,94,100.0,90
980,882a1072d3fffff,0.04857008983769777,40.69712056799387,-73.98366002254875,96,100.0,91
981,882a1072d5fffff,0.042810200305997186,40.707331113694174,-73.99688941212699,69,100.0,84
982,882a1072d7fffff,0.03807851901579684,40.699470595709606,-73.99444167288247,95,100.0,86
983,882a1072d9fffff,0.027025214481761275,40.710491242867484,-73.97776805489823,48,85.0,84
984,882a1072dbfffff,0.03468758356892307,40.70263006531953,-73.97532338697795,66,84.0,95
985,882a1072ddfffff,0.044999905955362435,40.712842263747554,-73.98855243013952,99,100.0,97
986,882a1072e1fffff,0.0069258207462667065,40.72223719692934,-74.03170162517902,70,85.0,54
987,882a1072e3fffff,0.014849840358062381,40.714375825933416,-74.02924721721305,68,83.0,52
988,882a1072e9fffff,0.027796233493109657,40.72775190771207,-74.02336585866627,26,83.0,37
989,882a1072ebfffff,0.03485467109675508,40.71988983691777,-74.0209125734571,45,100.0,51
990,882a107401fffff,0.009783166972014598,40.59419717707689,-73.98177203139994,94,100.0,72
991,882a107403fffff,0.004249785352473728,40.58634767734654,-73.97933272815284,48,100.0,52
992,882a107405fffff,0.011789150405044174,40.596543905347566,-73.99252998661171,86,90.0,72
993,882a107407fffff,0.008978484433125974,40.5886943642277,-73.99008874542335,80,90.0,65
994,882a107409fffff,0.012845253928771175,40.59969973962938,-73.9734534248195,93,97.0,69
995,882a10740bfffff,0.00981188852564912,40.591849540163146,-73.97101524070983,93,96.0,72
996,882a10740dfffff,0.013049963266682296,40.602047418153084,-73.98421215387368,91,99.0,61
997,882a107411fffff,0.006548932861060474,40.57615136617093,-73.96614132779875,97,95.0,70
998,882a107413fffff,0.002055214124821916,40.56830339211001,-73.96370559819091,34,74.0,37
999,882a107415fffff,0.002100626942109983,40.57849891919483,-73.97689424372875,88,100.0,73
1000,882a107417fffff,0.0021304704397674436,40.570650902854354,-73.97445657772424,43,94.0,43
1001,882a107419fffff,0.0072440501944887785,40.58165157935131,-73.95782418704566,95,83.0,62
1002,882a10741bfffff,0.0024662800525258833,40.57380290575618,-73.95538957649221,72,78.0,52
1003,882a10741dfffff,0.01030223993379817,40.584000082266115,-73.9685778751707,89,92.0,76
1004,882a107421fffff,0.004776088273507251,40.59338501193345,-74.01160427055234,13,52.0,32
1005,882a107423fffff,0.0006934331877123638,40.585536130274335,-74.00915997357355,4,49.0,26
1006,882a107425fffff,0.00248345839320242,40.595728972028994,-74.02236377727111,1,29.0,26
1007,882a107429fffff,0.012396691876150036,40.59888972461036,-74.00328910577566,88,78.0,77
1008,882a10742bfffff,0.02625386919012565,40.59104014254488,-74.00084592641305,53,70.0,51
1009,882a10742dfffff,0.02249894668578819,40.601234634500585,-74.01404938832174,47,58.0,65
1010,882a107431fffff,0.0007863177317694594,40.57534320204193,-73.99596202768794,77,53.0,56
1011,882a107433fffff,0.00046408060883075525,40.56749584407003,-73.99352130751767,31,46.0,35
1012,882a107435fffff,0.001264461758202481,40.57768798975625,-74.00671649698099,42,47.0,42
1013,882a107437fffff,0.0,40.569840590611975,-74.00427384037066,32,46.0,37
1014,882a107439fffff,0.002539565024658394,40.580845564463104,-73.9876483237138,79,99.0,70
1015,882a10743bfffff,0.001451653536878019,40.572997506286505,-73.98520872107939,73,100.0,59
1016,882a10743dfffff,0.0017989684026897955,40.583191301611116,-73.99840356718515,49,65.0,44
1017,882a107441fffff,0.019998378611419603,40.613053691654564,-73.96757080840494,88,93.0,78
1018,882a107443fffff,0.014051145659483474,40.60520205135574,-73.96513292538673,97,94.0,73
1019,882a107445fffff,0.027603628232292426,40.615402362337896,-73.97833225036501,91,94.0,60
1020,882a107447fffff,0.021941598418042302,40.60755068043196,-73.97589242790326,92,94.0,69
1021,882a107449fffff,0.02139269962786734,40.6185564512911,-73.95924729508344,94,90.0,59
1022,882a10744bfffff,0.014081806118230558,40.61070411172639,-73.95681053280659,98,91.0,59
1023,882a10744dfffff,0.029377069642005992,40.62090607304711,-73.97000951054822,82,88.0,81
1024,882a107451fffff,0.013697765554558313,40.59500165678124,-73.95193946325351,92,83.0,61
1025,882a107453fffff,0.010155511910669084,40.58715154186652,-73.94950515517058,96,84.0,63
1026,882a107455fffff,0.010934688451335266,40.59735115238369,-73.96269586108976,97,87.0,75
1027,882a107457fffff,0.011481046657024659,40.58950099497131,-73.9602596151105,93,87.0,72
1028,882a107459fffff,0.0054247279620540205,40.60050206716653,-73.94361741930531,93,82.0,69
1029,882a10745bfffff,0.004322677322596169,40.592651253187356,-73.9411842318793,91,73.0,64
1030,882a10745dfffff,0.012538059672929066,40.60285251347878,-73.95437458899778,86,90.0,59
1031,882a107461fffff,0.027324689050471966,40.61224521072121,-73.99741492904111,95,85.0,55
1032,882a107463fffff,0.019739589266531833,40.60439418758977,-73.99497204768291,96,83.0,56
1033,882a107465fffff,0.015314328273249658,40.614591111204085,-74.00817792652235,90,72.0,55
1034,882a107467fffff,0.016958011834554823,40.60674004757452,-74.00573310567724,97,77.0,63
1035,882a107469fffff,0.03929505351730203,40.61775012341098,-73.98909485811704,94,93.0,55
1036,882a10746bfffff,0.024966505508707274,40.60989840034217,-73.986653095978,94,95.0,61
1037,882a10746dfffff,0.019410058459226325,40.62009697450859,-73.99985863109083,91,88.0,57
1038,882a1074c5fffff,0.0015911335159911604,40.56045616031566,-73.96127068594431,0,0.0,25
1039,882a1074cdfffff,0.0015911335159911604,40.56595497441824,-73.95295578304737,3,0.0,26
1040,882a1074e9fffff,0.002055214124821916,40.56280362855749,-73.9720197297362,2,0.0,26
1041,882a1074edfffff,0.002055214124821916,40.56515018993043,-73.98276993711667,4,0.0,27
1042,882a107501fffff,0.0027025629840604034,40.610605173047084,-74.05710214091194,28,37.0,40
1043,882a107503fffff,0.0008241119867721374,40.60275539291493,-74.05464926719698,19,55.0,20
1044,882a107505fffff,0.003620675418516825,40.61294553060916,-74.0678682318031,84,66.0,59
1045,882a107507fffff,0.010479858734586695,40.605095712196615,-74.06541341852399,61,69.0,61
1046,882a107509fffff,0.0005160433024836196,40.616114385700705,-74.0487889680917,4,49.0,30
1047,882a10750bfffff,0.0002983375342483426,40.60826390429114,-74.0463372105462,4,51.0,27
1048,882a10750dfffff,0.00035477977045748844,40.61845569295698,-74.05955583844715,39,50.0,40
1049,882a107521fffff,0.012246108665129285,40.60977361705684,-74.08694519977236,72,72.0,57
1050,882a107523fffff,0.01786405023475799,40.60192446275439,-74.08448733205677,81,74.0,48
1051,882a107525fffff,0.009214709251422143,40.612111201908306,-74.09771282854769,50,64.0,27
1052,882a107527fffff,0.009372865731715765,40.60426201043421,-74.09525302123407,38,68.0,14
1053,882a107529fffff,0.0032919873583595123,40.61528497661358,-74.078635482647,63,69.0,58
1054,882a10752bfffff,0.02255716637001455,40.607435120365096,-74.07617872957337,62,74.0,37
1055,882a10752dfffff,0.004140352566250836,40.61762351069659,-74.08940389287046,43,63.0,31
1056,882a107531fffff,0.006413576897723325,40.59173762678868,-74.0712676971993,74,61.0,77
1057,882a107533fffff,0.005738458640121996,40.583889989928174,-74.06881341708673,23,44.0,59
1058,882a107535fffff,0.008824441282929153,40.59407604802324,-74.08203028931719,76,72.0,49
1059,882a107537fffff,0.0014621226903702557,40.5862283730972,-74.07957407114735,15,51.0,52
1060,882a107539fffff,0.003995377491577295,40.59724663357099,-74.0629594293153,72,65.0,68
1061,882a10753bfffff,0.002673726219407351,40.58939829496601,-74.06050626377112,40,49.0,66
1062,882a10753dfffff,0.008235257810382332,40.59958600367886,-74.07372280122622,72,71.0,41
1063,882a107541fffff,0.0026315102357321804,40.62947527184457,-74.04292536378405,28,62.0,60
1064,882a107543fffff,0.002955870103198573,40.62162334962776,-74.04047389976512,76,74.0,75
1065,882a107545fffff,0.00040047110453155904,40.631817567591256,-74.05369495429797,0,36.0,25
1066,882a107547fffff,0.0006531173047058311,40.62396560687874,-74.05124154920695,3,42.0,29
1067,882a107549fffff,0.008232663191683868,40.63498468732437,-74.03460728188021,86,75.0,76
1068,882a10754bfffff,0.0056628296273030345,40.627132064298365,-74.03215693563413,96,83.0,68
1069,882a10754dfffff,0.0014701858669715624,40.63732793358643,-74.04537765152786,10,50.0,31
1070,882a107551fffff,0.03094347931637483,40.61142903772921,-74.02725871193934,68,84.0,71
1071,882a107553fffff,0.009190144127662161,40.603578634653694,-74.02481083367952,10,55.0,46
1072,882a107555fffff,0.0020877840217609187,40.613772167170055,-74.03802325906506,60,80.0,53
1073,882a107557fffff,0.0002983375342483426,40.6059217247053,-74.03557344127813,39,59.0,56
1074,882a107559fffff,0.01525263876642816,40.61693610142592,-74.01894208785095,79,81.0,65
1075,882a10755bfffff,0.015505022228623993,40.60908499774255,-74.01649532728632,69,59.0,63
1076,882a10755dfffff,0.0036958656227659924,40.61928018102202,-74.02970741245575,98,87.0,72
1077,882a107561fffff,0.0019326390541680267,40.628647385859374,-74.07278033219745,80,71.0,65
1078,882a107563fffff,0.0013619592946701893,40.62079608857479,-74.07032386955879,75,64.0,61
1079,882a107565fffff,0.00473233030022442,40.63098690686086,-74.0835514645997,86,73.0,41
1080,882a107567fffff,0.005896484994797688,40.62313557219023,-74.08109306085353,82,68.0,70
1081,882a107569fffff,0.00040047110453155904,40.63415895117404,-74.06446570660299,10,62.0,29
1082,882a10756bfffff,0.00040047110453155904,40.62630695241067,-74.06201036020873,6,53.0,27
1083,882a10756dfffff,0.0009807733458983918,40.63649942222867,-74.07523762012578,89,78.0,70
1084,882a107601fffff,0.006361071551268836,40.63270982905452,-73.92350202511717,84,76.0,63
1085,882a107603fffff,0.027785610775509638,40.624855436011224,-73.92107057002033,84,78.0,62
1086,882a107605fffff,0.0042467661846219956,40.63506321538411,-73.93426538922947,85,88.0,56
1087,882a107607fffff,0.0038128115819096634,40.62720877940576,-73.9318319932339,83,84.0,60
1088,882a107609fffff,0.007916542898673705,40.638210624697294,-73.91517016238048,86,77.0,55
1089,882a10760bfffff,0.01694170595799399,40.630355533532686,-73.91273983115262,67,75.0,63
1090,882a10760dfffff,0.012990045280719092,40.64056496337542,-73.92593429766582,87,71.0,60
1091,882a107611fffff,0.0002501199451705473,40.61464757593864,-73.90788161867498,74,66.0,51
1092,882a107615fffff,0.022972678116890258,40.61700178447868,-73.91863993197202,85,74.0,60
1093,882a107617fffff,0.018158739522011903,40.609148874689865,-73.91621011056922,55,74.0,62
1094,882a10761dfffff,0.00010955755611974301,40.62250118386879,-73.91031031671845,74,73.0,54
1095,882a107621fffff,0.017757942877302858,40.63191273848586,-73.95335834712127,94,100.0,71
1096,882a107623fffff,0.012780565371019407,40.62405895881163,-73.95092188764363,76,98.0,66
1097,882a107625fffff,0.03142246149982965,40.63426335343914,-73.96412327665655,94,97.0,79
1098,882a107627fffff,0.025825622744629448,40.62640953193981,-73.96168487623208,91,93.0,70
1099,882a107629fffff,0.014787957214209078,40.63741569215499,-73.94502992292055,86,98.0,59
1100,882a10762bfffff,0.006793918686524616,40.629561213686046,-73.94259458579053,93,98.0,60
1101,882a10762dfffff,0.030913390940533574,40.63976725900088,-73.95579562562105,92,100.0,80
1102,882a107631fffff,0.00416585386312112,40.61385448017424,-73.93772636621961,87,79.0,59
1103,882a107633fffff,0.0038397138937457873,40.60600222559765,-73.93529348297169,69,78.0,72
1104,882a107635fffff,0.00667127756076634,40.616205920211556,-73.94848624678417,83,86.0,70
1105,882a107637fffff,0.004063463445150553,40.60835362291887,-73.94605142413921,81,86.0,68
1106,882a107639fffff,0.00604355645530568,40.61935508471502,-73.92939941494468,93,78.0,55
1107,882a10763bfffff,0.007914484261800072,40.61150213154499,-73.92696765395854,80,78.0,61
1108,882a10763dfffff,0.005727470115587137,40.62170747628137,-73.94016006702478,89,80.0,57
1109,882a107641fffff,0.005315547181305593,40.65156769611538,-73.90926642835349,79,88.0,58
1110,882a107643fffff,0.00454992293644948,40.643711165803566,-73.90683640472986,86,90.0,52
1111,882a107645fffff,0.018323166698312018,40.65392303059561,-73.92003327683037,89,73.0,58
1112,882a107647fffff,0.022599248129733268,40.646066457129415,-73.91760131080522,74,79.0,54
1113,882a107649fffff,0.008975239039320095,40.65706867980247,-73.90092965001662,77,100.0,64
1114,882a10764bfffff,0.003985597480657889,40.64921145184266,-73.89850075187152,69,94.0,50
1115,882a10764dfffff,0.007136455602877325,40.65942496745105,-73.91169726932222,85,100.0,70
1116,882a107651fffff,0.0002740165309091522,40.63349921989758,-73.89364540523636,84,64.0,56
1117,882a107655fffff,0.0005379409916788054,40.63585537674908,-73.90440719804785,79,79.0,51
1118,882a107657fffff,0.00013984542578200193,40.62800032918517,-73.90197880790433,41,68.0,61
1119,882a107659fffff,0.00011397069983268702,40.63899785547554,-73.88531010842136,54,69.0,54
1120,882a10765bfffff,0.0,40.631142154509725,-73.88288478451392,53,53.0,69
1121,882a10765dfffff,0.0014396006296726396,40.64135496512992,-73.89607267041245,75,85.0,51
1122,882a107661fffff,0.006686515155163991,40.65077431027021,-73.93913463595437,88,86.0,52
1123,882a107663fffff,0.02478049112255825,40.642918392416746,-73.936699603335,81,83.0,64
1124,882a107665fffff,0.015941281687219293,40.65312687135178,-73.94990305388923,96,99.0,65
1125,882a107667fffff,0.012097640971185701,40.64527091145479,-73.94746607881874,89,94.0,61
1126,882a107669fffff,0.010939266032278194,40.65627745491638,-73.93080129673295,88,90.0,60
1127,882a10766bfffff,0.009269819480550268,40.64842083874054,-73.92836738806982,88,70.0,56
1128,882a10766dfffff,0.01589549996194915,40.65863096871079,-73.94157048749169,85,95.0,71
1129,882a1076a1fffff,0.0012771968521212416,40.576951851478796,-73.93632030763946,33,50.0,40
1130,882a1076a5fffff,0.0022976725029452733,40.57930216896715,-73.94707166434598,69,76.0,63
1131,882a1076a7fffff,0.004106844615598806,40.57145353831553,-73.944638990377,16,49.0,33
1132,882a1076a9fffff,0.0013107156506266782,40.58244991337908,-73.92799973454122,37,61.0,55
1133,882a1076adfffff,0.0014656260273602716,40.58480118121397,-73.93875186145824,84,73.0,61
1134,882a1076e1fffff,0.0003820175198814959,40.595798450698524,-73.92210658228335,32,51.0,49
1135,882a1076e3fffff,0.00012762503049356153,40.587947723487346,-73.91967727078892,40,50.0,67
1136,882a1076e5fffff,0.0026468632487408423,40.59815071278454,-73.93286141687784,82,63.0,65
1137,882a1076e7fffff,0.0012882005889995319,40.590299941967515,-73.93043016753523,49,61.0,55
1138,882a1076edfffff,0.0062144170955673195,40.60364992012858,-73.92453670987236,40,72.0,54
1139,882a107701fffff,0.03215262255031008,40.64916441981329,-73.99887011511306,90,93.0,60
1140,882a107703fffff,0.03641189104091398,40.641309735561144,-73.99642506878817,95,81.0,67
1141,882a107705fffff,0.02382012644271372,40.65151143154456,-74.00964165430362,97,99.0,73
1142,882a107707fffff,0.028580199132075927,40.64365670747037,-74.00719466543781,95,93.0,77
1143,882a107709fffff,0.060653902120561695,40.65467188024801,-73.99054366749672,53,96.0,40
1144,882a10770bfffff,0.03278218792782819,40.64681649632761,-73.98809974207809,70,92.0,67
1145,882a10770dfffff,0.030204829812602474,40.65701984377642,-74.00131598349745,94,100.0,72
1146,882a107711fffff,0.03815409181992644,40.63110794852666,-73.9832143550392,90,88.0,56
1147,882a107713fffff,0.03730111303762573,40.623254785113936,-73.98077289260887,74,93.0,54
1148,882a107715fffff,0.032217537831059004,40.63345579125411,-73.9939808441173,97,83.0,62
1149,882a107717fffff,0.027970106249682533,40.62560258712614,-73.99153744069525,87,92.0,58
1150,882a107719fffff,0.03210228069329167,40.636613058179925,-73.97488937382647,92,95.0,80
1151,882a10771bfffff,0.031092777302307938,40.62875919530004,-73.97244903222061,89,89.0,82
1152,882a10771dfffff,0.03460828493037992,40.63896185234249,-73.98565663806063,95,92.0,73
1153,882a107721fffff,0.024254035216730124,40.64834791589931,-74.02873735421588,47,74.0,46
1154,882a107723fffff,0.014712811660597762,40.640493852787934,-74.02628730319742,79,92.0,68
1155,882a107725fffff,0.008073927503441632,40.650692151688716,-74.03951044519943,2,34.0,26
1156,882a107727fffff,0.01569094166614256,40.64283804986592,-74.03705845159992,44,51.0,57
1157,882a107729fffff,0.03722499864269861,40.653857531156,-74.02041435907763,40,77.0,50
1158,882a10772bfffff,0.023335078734115056,40.64600276770484,-74.01796542743777,95,95.0,74
1159,882a10772dfffff,0.016637021054029196,40.65620271828229,-74.03118822886252,5,17.0,27
1160,882a107731fffff,0.02147799973058223,40.63029545952553,-74.01307003266254,94,94.0,68
1161,882a107733fffff,0.017527099640234748,40.622442915265644,-74.01062356871576,87,83.0,52
1162,882a107735fffff,0.011511710707495218,40.632640529182495,-74.023838075401,96,94.0,87
1163,882a107737fffff,0.011260358396014223,40.62478794531716,-74.0213896704207,95,89.0,73
1164,882a107739fffff,0.028658994470178778,40.63580272311697,-74.00474849888404,96,93.0,60
1165,882a10773bfffff,0.02138804603435424,40.6279494787184,-74.00230315423681,92,89.0,56
1166,882a10773dfffff,0.05118291144624829,40.63814874374994,-74.01551731876803,96,98.0,77
1167,882a107741fffff,0.03424039268369012,40.668035911292954,-73.98465894768,99,100.0,87
1168,882a107743fffff,0.02928549199192333,40.66017908824379,-73.98221532229188,96,99.0,89
1169,882a107745fffff,0.02540295244204584,40.67038486695781,-73.99543398415948,94,100.0,94
1170,882a107747fffff,0.026697202023090054,40.662528003869554,-73.99298841472195,96,100.0,80
1171,882a107749fffff,0.038439950520866566,40.67354356551547,-73.97632758207465,99,100.0,90
1172,882a10774bfffff,0.030774630148553514,40.6656860432696,-73.97388507920185,69,100.0,79
1173,882a10774dfffff,0.03706878974229538,40.67589347379884,-73.98710339502709,96,100.0,91
1174,882a107751fffff,0.02668586149910148,40.64997321805547,-73.96900253695026,90,100.0,89
1175,882a107753fffff,0.021051883780234395,40.642117915555595,-73.9665624967611,94,97.0,94
1176,882a107755fffff,0.03147707180535886,40.652323004885766,-73.97977251845712,85,92.0,65
1177,882a107757fffff,0.029178060351031213,40.64446766145313,-73.97733053577036,97,96.0,88
1178,882a107759fffff,0.023208053365383938,40.655478521618775,-73.96067264130426,93,100.0,86
1179,882a10775bfffff,0.02531200047561144,40.6476225201231,-73.95823372354722,97,100.0,81
1180,882a10775dfffff,0.024046693372169615,40.65782926070484,-73.97144339762883,70,99.0,54
1181,882a107761fffff,0.028301749870586014,40.667223097918026,-74.0145381005948,11,43.0,71
1182,882a107763fffff,0.01848094625109092,40.659366895105265,-74.01208946588729,59,91.0,57
1183,882a107767fffff,0.024794268049017666,40.66171303386903,-74.0228641140937,3,34.0,28
1184,882a107769fffff,0.021060470130241957,40.67273290989818,-74.0062101880679,86,87.0,100
1185,882a10776bfffff,0.02229579698651008,40.66487600721622,-74.00376267434706,47,95.0,71
1186,882a10776dfffff,0.010989479307876242,40.67508003974818,-74.01698755883253,82,47.0,87
