,hex8,avg_centrality,lat,lng,walk,transit,bike
310,882a100c0bfffff,0.006563425753463537,40.72388442347636,-73.8713458578538,83,87.0,67
311,882a100c0dfffff,0.009728298540238222,40.734110898639436,-73.88455717049288,92,98.0,59
312,882a100c11fffff,0.0012650174863737022,40.708156333142746,-73.86649198797637,80,67.0,69
313,882a100c13fffff,0.0012117216762306136,40.700293398245826,-73.86406627876512,46,67.0,55
314,882a100c15fffff,0.0017347638561569989,40.71051752323563,-73.87726929442161,87,65.0,59
315,882a100c17fffff,0.0009247399383703457,40.70265454452374,-73.87484163829446,82,55.0,67
316,882a100c19fffff,0.006508418142317698,40.713657862575296,-73.85814043797455,88,74.0,54
317,882a100c1bfffff,0.0011326323838835226,40.70579423145749,-73.85571585908458,75,71.0,46
318,882a100c1dfffff,0.0027246886991074025,40.71602000829778,-73.86891851420457,61,65.0,60
319,882a100c21fffff,0.00037628157472763935,40.72545946711864,-73.91204259134922,76,60.0,55
320,882a100c23fffff,0.0021257269590042546,40.71759562027398,-73.90960827337803,84,71.0,56
321,882a100c25fffff,0.001333111864749351,40.727817048963885,-73.92282655083757,39,46.0,31
322,882a100c27fffff,0.0015531563882848643,40.71995316031207,-73.92039028433493,37,60.0,43
323,882a100c29fffff,0.005180590966339463,40.730965515704185,-73.90369299645536,68,60.0,51
324,882a100c2bfffff,0.0008559269424513005,40.72310097176101,-73.90125980737047,95,65.0,55
325,882a100c2dfffff,0.0030855749404247027,40.73332405309092,-73.91447772938976,46,70.0,50
326,882a100c31fffff,0.0031124105622076675,40.7073741021652,-73.89639588701733,93,86.0,67
327,882a100c33fffff,0.0034856064529861074,40.6995117769823,-73.89396515493917,95,89.0,72
328,882a100c35fffff,0.005370510657670378,40.70973251279204,-73.90717477507079,92,84.0,61
329,882a100c37fffff,0.005393816388345448,40.70187014490773,-73.90474209602236,97,98.0,79
330,882a100c39fffff,0.0020833332373680078,40.71287780136745,-73.88804777785047,70,76.0,47
331,882a100c3bfffff,0.001274343376230793,40.70501477928633,-73.88561817456846,86,74.0,70
332,882a100c3dfffff,0.0019601502323488553,40.7152371671697,-73.89882743769284,83,79.0,50
333,882a100c41fffff,0.009672515639975792,40.74511978717058,-73.867846925167,96,97.0,65
334,882a100c43fffff,0.006079943610382678,40.73725319647277,-73.86541907681531,93,100.0,78
335,882a100c45fffff,0.009365767393053446,40.74748210680493,-73.87863279737306,99,100.0,76
336,882a100c47fffff,0.010127638037070284,40.73961547296498,-73.87620299903324,97,100.0,77
337,882a100c49fffff,0.002675273171781835,40.75062384072295,-73.8594889485998,98,87.0,78
338,882a100c4bfffff,0.003814532553239061,40.74275655408224,-73.85706223228271,94,81.0,81
339,882a100c4dfffff,0.01573260141191598,40.75298711717589,-73.87027559189559,97,89.0,82
340,882a100c51fffff,0.013521947160391096,40.72702419963023,-73.85221125238502,97,100.0,70
341,882a100c53fffff,0.019461820590020263,40.71915913228883,-73.84978698799557,92,100.0,56
342,882a100c55fffff,0.008314564868080803,40.72938734531765,-73.86299204643572,98,100.0,69
343,882a100c57fffff,0.013521947160391096,40.72152223394021,-73.86056583362358,81,98.0,53
344,882a100c59fffff,0.011409394890848778,40.73252590483494,-73.84385477019543,67,86.0,55
345,882a100c5bfffff,0.019461820590020263,40.72466014175072,-73.84143163774627,85,100.0,61
346,882a100c5dfffff,0.008821271426943677,40.734890006972996,-73.85463633367928,88,92.0,63
347,882a100c61fffff,0.00927527923376603,40.74433728545015,-73.89777437843128,93,100.0,65
348,882a100c63fffff,0.018929650934334026,40.7364713055358,-73.89534149935811,88,100.0,69
349,882a100c65fffff,0.010685826517628266,40.74669682070519,-73.9085618344685,98,100.0,72
350,882a100c67fffff,0.015501457016011853,40.73883079876403,-73.90612700535284,83,90.0,42
351,882a100c69fffff,0.009250576485704024,40.749843512616,-73.88941984832974,99,100.0,78
352,882a100c6bfffff,0.01891890003219895,40.74197683608044,-73.8869880997623,96,100.0,76
353,882a100c6dfffff,0.018334319728604227,40.75220400423473,-73.90020807746548,91,100.0,66
354,882a100c81fffff,0.027734676852374254,40.67121003470867,-73.86513918249219,72,83.0,57
355,882a100c83fffff,0.01524771056154775,40.663350759683155,-73.8627156087005,33,64.0,43
356,882a100c85fffff,0.023690509863723952,40.673570093759466,-73.8759079367579,86,100.0,79
357,882a100c87fffff,0.020411614087602357,40.66571077424798,-73.87348241911532,78,96.0,66
358,882a100c89fffff,0.052519948746865885,40.676709037446564,-73.85679404919529,82,80.0,52
359,882a100c8bfffff,0.028883609147753182,40.668849065923894,-73.85437160401548,76,74.0,54
360,882a100c8dfffff,0.0235011354679366,40.67907005093931,-73.86756357194415,95,90.0,55
361,882a100c91fffff,0.007066030428278312,40.65313134739607,-73.84952915825367,47,52.0,53
362,882a100c95fffff,0.00023760858808952496,40.65549222609632,-73.86029285016618,21,59.0,51
363,882a100c99fffff,0.014910605352838337,40.6586280030544,-73.84118551508878,82,73.0,69
364,882a100c9bfffff,0.007066030428278312,40.6507695602195,-73.83876664221967,80,54.0,63
365,882a100c9dfffff,0.026346877499024802,40.66098983582925,-73.8519499738358,58,62.0,70
366,882a100ca1fffff,0.01512850880794585,40.67042807403864,-73.89501956432314,91,100.0,76
367,882a100ca3fffff,0.011290248287420715,40.66256940765964,-73.89259097550078,90,100.0,71
368,882a100ca5fffff,0.01999969609003441,40.672785358528955,-73.90578989797876,93,100.0,78
369,882a100ca7fffff,0.015434777318049936,40.66492664877579,-73.90335936525116,87,100.0,76
370,882a100ca9fffff,0.014982312033737441,40.67592924270822,-73.88667786624426,93,100.0,73
371,882a100cabfffff,0.018414401448479924,40.668069879155745,-73.88425040451236,87,100.0,86
372,882a100cadfffff,0.009848068867435514,40.67828748118703,-73.8974489703825,88,100.0,53
373,882a100cb1fffff,0.0008846315267068364,40.652353375262365,-73.87939793037661,58,73.0,70
374,882a100cb3fffff,0.00014270864605677849,40.644496235388495,-73.87697291716648,52,66.0,67
375,882a100cb5fffff,0.004011100737318543,40.65471148228378,-73.89016320351188,90,88.0,56
376,882a100cb7fffff,0.000865832433120302,40.64685429814461,-73.88773624795311,68,82.0,52
377,882a100cb9fffff,0.0038011329683005804,40.65785219595223,-73.87105771739,60,74.0,54
378,882a100cbbfffff,5.197277673961298e-05,40.64999435910572,-73.86863383117894,25,61.0,58
379,882a100cbdfffff,0.006557776564410565,40.66021125659593,-73.88182375935754,84,100.0,63
380,882a100cc1fffff,0.0193259253444439,40.690069190900715,-73.85086914996673,89,77.0,52
381,882a100cc3fffff,0.04587589122738928,40.68220778193005,-73.84844701893198,94,84.0,56
382,882a100cc5fffff,0.018812266896011735,40.692431203841416,-73.86164138616687,92,75.0,54
383,882a100cc7fffff,0.022625641647974693,40.68456975016367,-73.85921730977805,84,85.0,60
384,882a100cc9fffff,0.007383972193805993,40.69556837261858,-73.84251909221747,94,81.0,53
385,882a100ccbfffff,0.01704420601596496,40.68770626762742,-73.8400980914098,92,80.0,56
386,882a100ccdfffff,0.006845424217411784,40.697931340821214,-73.85329209654982,78,76.0,34
387,882a100cd1fffff,0.038580060265973735,40.67198428139719,-73.83525853405374,73,82.0,42
388,882a100cd3fffff,0.00860127752842247,40.664124400625354,-73.83283997670016,58,82.0,57
389,882a100cd5fffff,0.05130912839390302,40.67434711414303,-73.84602570304256,84,81.0,51
390,882a100cd7fffff,0.01962076392869207,40.666487187773335,-73.84360520189567,77,77.0,57
391,882a100cd9fffff,0.027143788119787265,40.67748111616935,-73.82690997001825,71,74.0,51
392,882a100cdbfffff,0.008679008148166604,40.669620539577615,-73.82449254279622,67,76.0,50
393,882a100cddfffff,0.039692778636954036,40.679844903809055,-73.83767790548949,91,83.0,53
394,882a100ce1fffff,0.01282507581792479,40.689290955494755,-73.8807614214078,26,65.0,39
395,882a100ce3fffff,0.018094444274249468,40.68143015425303,-73.87833427072088,91,87.0,60
396,882a100ce5fffff,0.01170482072243554,40.691650191855615,-73.89153524105373,53,69.0,66
397,882a100ce7fffff,0.014085864866031883,40.68378934701952,-73.88910614495678,72,81.0,66
398,882a100ce9fffff,0.014984069850761356,40.69479230608087,-73.87241479944173,50,69.0,31
399,882a100cebfffff,0.023301672798474213,40.68693080814136,-73.86998877745954,86,78.0,61
400,882a100cedfffff,0.003980018066119729,40.69715249725061,-73.88318938922232,37,61.0,66
401,882a100d01fffff,0.030916682837815294,40.742749059368165,-73.95762841287764,94,100.0,82
402,882a100d03fffff,0.006385608858326222,40.734884309744096,-73.95518547663882,92,92.0,94
403,882a100d05fffff,0.03146473789419331,40.745103023279746,-73.96841901882223,78,100.0,79
404,882a100d07fffff,0.017569751405098113,40.73723823385932,-73.96597413244179,46,89.0,62
405,882a100d09fffff,0.017123704190627788,40.74825962762469,-73.94928078918478,96,100.0,82
406,882a100d0bfffff,0.01370930998570542,40.74039418002557,-73.94683898038863,86,100.0,85
407,882a100d0dfffff,0.056443964032703325,40.75061454698532,-73.9600721722415,59,100.0,63
408,882a100d11fffff,0.002519999408891791,40.72466549971745,-73.94195782977722,94,69.0,84
409,882a100d13fffff,0.00850889933970252,40.71680226747969,-73.93951848714897,91,84.0,84
410,882a100d15fffff,0.0026535617412858556,40.72702029834894,-73.95274336311812,99,82.0,96
411,882a100d17fffff,0.006676128706534627,40.71915702541839,-73.95030207190884,95,94.0,85
412,882a100d19fffff,0.005065634904933161,40.73017371692856,-73.93361168526364,26,44.0,39
413,882a100d1bfffff,0.003928558821858805,40.72230978691589,-73.931173469992,31,45.0,49
414,882a100d1dfffff,0.006565472797813459,40.73252947064458,-73.944397994055,64,80.0,80
415,882a100d21fffff,0.040574256113554585,40.74194333566659,-73.98755496140967,100,100.0,91
416,882a100d23fffff,0.03919602360546944,40.73407920554712,-73.98510699874309,100,100.0,92
417,882a100d25fffff,0.05168761650943318,40.74429451262381,-73.99834713342568,99,100.0,92
418,882a100d27fffff,0.03649565813454515,40.73643034382312,-73.9958972205727,100,100.0,89
419,882a100d29fffff,0.034034589427446714,40.74745607139259,-73.97921079764828,100,100.0,77
420,882a100d2bfffff,0.029473260314375596,40.73959124262263,-73.97676396089015,97,100.0,89
421,882a100d2dfffff,0.0415520537219084,40.74980820333917,-73.99000374878119,99,100.0,90
422,882a100d31fffff,0.01960284209107629,40.723863798654364,-73.97187275909452,78,85.0,91
423,882a100d33fffff,0.023818933733933487,40.716001183927766,-73.9694283932427,82,87.0,89
424,882a100d35fffff,0.04011707488292903,40.72621581321689,-73.98265986037386,100,100.0,99
425,882a100d37fffff,0.03194438081682646,40.71835315891178,-73.9802135458946,98,100.0,96
426,882a100d39fffff,0.0037403232781656978,40.72937418244272,-73.96353006944172,76,79.0,76
427,882a100d3bfffff,0.00397537279502358,40.72151086926578,-73.96108682941502,91,88.0,92
428,882a100d3dfffff,0.018147869476379065,40.73172715163124,-73.97431794817466,87,100.0,93
429,882a100d41fffff,0.03794553306287647,40.761636821408416,-73.94337276435117,83,96.0,84
430,882a100d43fffff,0.015368233930358296,40.75376993809561,-73.94093126106601,93,100.0,86
431,882a100d45fffff,0.03947930435243696,40.763992736533424,-73.95416687579231,95,100.0,77
432,882a100d47fffff,0.04841534390254523,40.75612581320601,-73.9517234208503,62,100.0,76
433,882a100d49fffff,0.022076081625866096,40.76714757105889,-73.93502020244684,91,78.0,88
434,882a100d4bfffff,0.03189635879487404,40.75927999024754,-73.93257982822426,96,100.0,75
435,882a100d4dfffff,0.018918253219606,40.76950444245629,-73.94581509065677,79,97.0,82
436,882a100d51fffff,0.011844962313626374,40.74354704274162,-73.92770154644333,97,100.0,89
437,882a100d53fffff,0.005526564055942738,40.73568167651889,-73.92526363807171,85,73.0,73
438,882a100d55fffff,0.015388557776001982,40.74590379275409,-73.9384905803942,92,100.0,85
439,882a100d57fffff,0.009575813943654777,40.738038385619824,-73.93605072192891,71,91.0,70
440,882a100d59fffff,0.022022999046574163,40.74905544147681,-73.91935046730184,91,100.0,74
441,882a100d5bfffff,0.00803552666022121,40.74118937795548,-73.91691368790532,99,88.0,83
442,882a100d5dfffff,0.032659672846464385,40.75141314739644,-73.93014027635869,94,100.0,77
443,882a100d61fffff,0.05276753642660757,40.76083481518791,-73.97331126335345,98,100.0,83
444,882a100d63fffff,0.05135363681982051,40.75296855046801,-73.97086472899028,100,100.0,78
445,882a100d65fffff,0.051866557123923136,40.7631879413235,-73.98410694492298,99,100.0,89
446,882a100d67fffff,0.044556402303604054,40.75532163770501,-73.98165845885663,98,100.0,82
447,882a100d69fffff,0.05368381515646068,40.76634773525436,-73.96496216197336,99,100.0,77
448,882a100d6bfffff,0.04115513478949798,40.75848077235946,-73.96251675513757,99,100.0,73
449,882a100d6dfffff,0.0560942579174723,40.76870181720305,-73.97575862231949,93,100.0,66
450,882a100d81fffff,0.031278266545370643,40.68771132304886,-73.94054512206202,92,99.0,77
451,882a100d83fffff,0.026561925684731175,40.6798517459696,-73.93810793631913,96,98.0,78
452,882a100d85fffff,0.023838397845462093,40.69006500366385,-73.95132209091157,95,92.0,86
453,882a100d87fffff,0.03048376389453412,40.68220538521549,-73.94888295965622,99,100.0,79
454,882a100d89fffff,0.02894283994224609,40.69321700525515,-73.93220538510187,96,95.0,76
455,882a100d8bfffff,0.02908347418454541,40.68535673012638,-73.92976932501348,91,96.0,66
456,882a100d8dfffff,0.023098947268053557,40.69557163976816,-73.94298312808695,94,99.0,85
457,882a100d91fffff,0.030292532366287653,40.669638399695685,-73.92489966329701,93,100.0,82
458,882a100d93fffff,0.040862897354754936,40.66178034486231,-73.92246606085962,92,100.0,76
459,882a100d95fffff,0.03027566128889527,40.671992908764935,-73.93567157045317,94,100.0,87
460,882a100d97fffff,0.02033214853369113,40.664134811669136,-73.93323602405931,95,100.0,74
461,882a100d99fffff,0.020826978501911883,40.675141732259135,-73.91656140490991,89,100.0,75
462,882a100d9bfffff,0.021764675400260503,40.66728297957692,-73.9141289280397,92,100.0,77
463,882a100d9dfffff,0.030307737481405847,40.677497194861765,-73.92733408454679,90,93.0,73
464,882a100da1fffff,0.03768518575625465,40.686909926653655,-73.97043651873959,99,100.0,96
465,882a100da3fffff,0.04607488723655896,40.67905096600581,-73.96799431760914,97,100.0,94
466,882a100da5fffff,0.044030376969874156,40.689260828112396,-73.98121505334213,99,100.0,92
467,882a100da7fffff,0.040901720981563916,40.68140182720796,-73.9787709066528,99,100.0,93
468,882a100da9fffff,0.03356133129086955,40.69241777160427,-73.96210023099063,97,97.0,98
469,882a100dabfffff,0.03222537877655578,40.68455811223246,-73.95965915398692,96,100.0,86
470,882a100dadfffff,0.04252388443737795,40.694769626503216,-73.97287954172717,96,100.0,93
471,882a100db1fffff,0.02581073021217155,40.66884101200191,-73.9547794631652,96,100.0,90
472,882a100db3fffff,0.01769294416171931,40.660983571612164,-73.95234084853651,94,100.0,85
473,882a100db5fffff,0.03550771012534567,40.67119274479437,-73.96555293793008,90,100.0,79
474,882a100db7fffff,0.02389891280413545,40.663335263253906,-73.96311237929686,87,100.0,83
475,882a100db9fffff,0.03668136793059301,40.67434650641759,-73.94644464893786,95,100.0,93
476,882a100dbbfffff,0.03092876868355248,40.66648836750461,-73.94400715835131,95,100.0,84
477,882a100dbdfffff,0.03734063085234357,40.676699192286804,-73.95721889818024,97,100.0,94
478,882a100dc1fffff,0.01215176824894557,40.70658414386775,-73.92629950200593,96,91.0,88
479,882a100dc3fffff,0.011582655878052838,40.69872243130249,-73.92386374848019,98,100.0,92
480,882a100dc5fffff,0.013167402104478082,40.70893977416665,-73.9370799657642,94,96.0,92
481,882a100dc7fffff,0.015426439209525378,40.70107802001349,-73.93464226521701,95,100.0,77
482,882a100dc9fffff,0.008392026465241566,40.71209001079872,-73.91795483815807,86,82.0,71
483,882a100dcbfffff,0.008257259275497477,40.704227600658854,-73.91552021190157,97,98.0,87
484,882a100dcdfffff,0.009376144522308508,40.71444659581722,-73.92873607570803,55,73.0,76
485,882a100dd1fffff,0.016251078179487878,40.68850499943893,-73.91065341752899,90,96.0,78
486,882a100dd3fffff,0.015037607539160091,40.68064480882804,-73.90822124860331,87,100.0,64
487,882a100dd5fffff,0.019233983701389696,40.69086145835625,-73.92142881472554,93,95.0,77
488,882a100dd7fffff,0.01758752472777858,40.683001225263666,-73.91899470033704,94,100.0,64
489,882a100dd9fffff,0.00756186759380824,40.694008516855796,-73.90231023582788,91,94.0,62
490,882a100ddbfffff,0.014075394643219663,40.68614762887078,-73.89987919408271,45,100.0,37
491,882a100dddfffff,0.010316430388080463,40.69636593012738,-73.91308640516017,93,100.0,89
492,882a100de1fffff,0.012470645902865394,40.705786458573066,-73.95620281665516,97,100.0,84
493,882a100de3fffff,0.022958964343451713,40.69792536152798,-73.95376204310934,93,94.0,83
494,882a100de5fffff,0.02238067644627288,40.708139307687,-73.9669848502124,96,93.0,97
495,882a100de7fffff,0.02802391977499042,40.700278170167444,-73.96454212959713,49,87.0,87
496,882a100de9fffff,0.011041620633654702,40.71129449118792,-73.9478616026046,99,100.0,90
497,882a100debfffff,0.01525449860969691,40.70343269589282,-73.94542195479927,97,100.0,82
498,882a100dedfffff,0.0079442146125855,40.713648294564074,-73.95864441195499,100,100.0,92
499,882a100e01fffff,0.009074684311836322,40.764767369657015,-73.8236158280825,98,100.0,60
500,882a100e03fffff,0.019248211951493475,40.75689804107122,-73.82119446339969,94,100.0,71
501,882a100e05fffff,0.0001075090213507541,40.76713443212519,-73.83440359975229,95,97.0,53
502,882a100e07fffff,0.0025044209558090858,40.75926505905994,-73.83198028363003,100,100.0,63
503,882a100e09fffff,0.008403859458336781,40.77026941716672,-73.81524946904793,87,70.0,59
504,882a100e0bfffff,0.0068924909125108015,40.76239939379774,-73.8128292395504,97,78.0,66
505,882a100e0dfffff,0.003864894562933305,40.77263743772842,-73.82603800944202,86,79.0,64
506,882a100e13fffff,0.00457272244884804,40.738793762886594,-73.8055734455161,76,71.0,65
507,882a100e15fffff,0.0003693061028923667,40.74902945220627,-73.81877391498925,91,81.0,79
508,882a100e17fffff,0.0033393264959138305,40.741161603297265,-73.81635418244717,77,72.0,74
509,882a100e19fffff,0.008387149248169539,40.7521612666307,-73.79962637219607,59,69.0,58
510,882a100e1bfffff,0.019318309369269208,40.74429276851132,-73.7972097246106,44,69.0,31
511,882a100e1dfffff,0.026097530095776634,40.754530110138006,-73.81040982606521,78,77.0,52
512,882a100e21fffff,0.0006235523238343738,40.76399635472309,-73.85355547049808,21,76.0,56
513,882a100e23fffff,0.0012111310734458367,40.756127633088596,-73.85112906903755,59,84.0,62
514,882a100e25fffff,0.00035228901465470875,40.766360631657484,-73.86434483599453,67,74.0,73
515,882a100e27fffff,0.000896017114706357,40.75849186665983,-73.86191648303539,92,82.0,82
516,882a100e29fffff,0.0001075090213507541,40.76950058083185,-73.8451925539895,51,64.0,44
517,882a100e2bfffff,0.0002580216512418098,40.76163116373393,-73.84276728618629,39,93.0,51
518,882a100e31fffff,0.000846500553996961,40.7458945475934,-73.8379192029769,58,77.0,60
519,882a100e33fffff,0.010336992402875007,40.73802734902132,-73.83549638676162,19,64.0,38
520,882a100e35fffff,0.0006235523238343738,40.7482596507389,-73.84870348543673,42,83.0,56
521,882a100e37fffff,0.00647295365607336,40.740392407909304,-73.84627871929085,66,64.0,69
522,882a100e39fffff,0.001184739521980411,40.751396425491876,-73.82955778444422,91,88.0,62
523,882a100e3bfffff,0.0027741205801437136,40.74352853165622,-73.8271361017905,85,72.0,63
524,882a100e3dfffff,0.0011565732070436309,40.75376248590932,-73.84034283598366,53,92.0,49
525,882a100e41fffff,0.019984774584954734,40.78364265843445,-73.8093011160193,88,58.0,52
526,882a100e43fffff,0.010263622658369595,40.77577120105497,-73.8068812062334,76,55.0,60
527,882a100e45fffff,0.005027329425948578,40.78601168209086,-73.82009237769732,79,62.0,48
528,882a100e47fffff,0.021563149965038584,40.77814018000959,-73.81767051496206,80,65.0,59
529,882a100e4bfffff,0.007571628194835924,40.781272720787626,-73.79851103934617,81,50.0,61
530,882a100e4dfffff,0.0013777561093493804,40.79151485504052,-73.81172184236581,87,53.0,49
531,882a100e51fffff,0.013110019294302722,40.765530636011874,-73.79367594067898,84,65.0,49
532,882a100e53fffff,0.021132091563304218,40.75766070338785,-73.79125961417829,88,72.0,54
533,882a100e55fffff,0.012340349501758843,40.76790048313762,-73.80446211260366,80,65.0,52
534,882a100e57fffff,0.008996609276979694,40.76003050491781,-73.80204383472586,91,74.0,66
535,882a100e59fffff,0.017798425006775843,40.771030502886276,-73.78530614363241,70,59.0,51
536,882a100e5bfffff,0.020363159826894323,40.763159876160316,-73.78289095384314,83,67.0,52
537,882a100e5dfffff,0.013163365353588004,40.773401308556885,-73.79609308226696,84,56.0,54
538,882a100e61fffff,0.0003525542804799047,40.78287539580535,-73.83925268442505,92,62.0,42
539,882a100e63fffff,0.0,40.77500454445219,-73.83682773321567,70,68.0,50
540,882a100e65fffff,2.5407325084031508e-05,40.78524163190533,-73.85004554401775,87,58.0,48
541,882a100e67fffff,0.00023791559710023975,40.77737073696758,-73.84761863979824,74,58.0,46
542,882a100e69fffff,0.0008302067883064797,40.78837979138592,-73.83088482380974,74,61.0,47
543,882a100e6bfffff,0.0012232983063500517,40.780508245049944,-73.82846100788281,62,66.0,54
544,882a100e81fffff,0.008862403937087362,40.70969761191558,-73.80668340289009,91,100.0,62
545,882a100e83fffff,0.007042899181337941,40.70183346630577,-73.80426774363791,96,100.0,58
546,882a100e85fffff,0.011460958860531181,40.712064358335226,-73.81745752841822,83,100.0,50
547,882a100e87fffff,0.009189613655590182,40.70420016668313,-73.81503992236846,94,100.0,60
548,882a100e89fffff,0.043027802081658746,40.71519479570093,-73.79832498469345,82,100.0,52
549,882a100e8bfffff,0.005802143295995592,40.70732995522773,-73.79591045880738,99,100.0,55
550,882a100e8dfffff,0.007790091176279805,40.717562498653834,-73.80909987599422,79,90.0,71
551,882a100e91fffff,0.0010885288411763851,40.69160249856854,-73.79108384620253,73,86.0,53
552,882a100e95fffff,0.005044860826884136,40.69397006205834,-73.80185289783518,81,100.0,60
553,882a100e97fffff,0.0004417972828408214,40.68610739940706,-73.79943886507967,72,64.0,53
554,882a100e99fffff,0.006863148128100001,40.69709733645258,-73.78272693035508,74,79.0,53
555,882a100e9bfffff,0.030453844896539316,40.689234026070935,-73.78031597609859,72,76.0,57
556,882a100e9dfffff,0.02010008042201042,40.69946585610567,-73.79349674611115,91,100.0,51
557,882a100ea1fffff,0.012120610926765574,40.70893083649137,-73.83658782117104,90,99.0,53
558,882a100ea3fffff,0.007214103981547727,40.701067294785126,-73.83416713623781,92,86.0,61
559,882a100ea5fffff,0.010266018946189833,40.71129480518348,-73.84736354010698,87,92.0,54
560,882a100ea7fffff,0.005223427840791677,40.70343121854863,-73.84494090831545,31,77.0,22
561,882a100ea9fffff,0.013561603380614948,40.71443019411701,-73.82823283482404,88,100.0,57
562,882a100eabfffff,0.008464709143221014,40.70656595686815,-73.82581328173542,85,100.0,62
563,882a100eadfffff,0.02128947395298308,40.71679511889135,-73.83900932153936,97,100.0,61
564,882a100eb1fffff,0.004792214626709863,40.690839705354804,-73.82097661947495,91,88.0,51
565,882a100eb3fffff,0.009564719266172089,40.68297769155815,-73.8185595094976,82,77.0,51
566,882a100eb5fffff,0.007899806284646886,40.69320449400679,-73.83174726633652,89,87.0,51
567,882a100eb7fffff,0.02175221069904695,40.68534243439027,-73.82932821106422,93,82.0,52
568,882a100eb9fffff,0.004229842828402302,40.6963367161707,-73.81262313043,86,100.0,51
569,882a100ebbfffff,0.0028729737658363965,40.68847400703181,-73.81020715220029,81,88.0,52
570,882a100ebdfffff,0.008212308606358552,40.698702460536076,-73.82339454342004,80,96.0,55
571,882a100ec1fffff,0.024993792572880768,40.7285579937147,-73.79237887265919,78,70.0,64
572,882a100ec3fffff,0.046059199379963105,40.72069171750652,-73.78996466748718,66,92.0,43
573,882a100ec7fffff,0.002608494956327734,40.723060377291276,-73.80074032417174,84,71.0,67
574,882a100ec9fffff,0.016854366245363194,40.73405534739112,-73.78401552116524,82,69.0,57
575,882a100ecbfffff,0.00035053706085033,40.72618837679956,-73.78160245098022,83,70.0,29
576,882a100ecdfffff,0.0394305936298108,40.73642501079445,-73.79479389156603,78,70.0,64
577,882a100ed1fffff,0.010544280128750756,40.71045665913347,-73.7767787494232,90,100.0,50
578,882a100ed3fffff,0.0030303686425635227,40.70259191252692,-73.77436811724687,59,83.0,47
579,882a100ed5fffff,0.015785327045196605,40.71282618240411,-73.78755127564737,92,100.0,36
580,882a100ed7fffff,0.003254038421964523,40.704961388641514,-73.78513869673739,80,100.0,52
581,882a100ed9fffff,0.008071767278293004,40.71595166704897,-73.76841690387816,80,86.0,48
582,882a100edbfffff,0.00977858082097429,40.7080862262592,-73.76600740658765,72,76.0,50
583,882a100eddfffff,0.0010515302514162309,40.71832214730232,-73.77919019386697,66,96.0,41
584,882a100ee1fffff,0.014081344047426997,40.727794964122005,-73.82229518446319,91,68.0,72
585,882a100ee3fffff,0.013316673182055573,40.719929290892935,-73.8198759489821,85,84.0,68
586,882a100ee5fffff,0.018281909080695737,40.730160890428074,-73.8330743869336,52,80.0,44
587,882a100ee7fffff,0.020859437867580065,40.72229517204845,-73.83065320308896,46,96.0,52
588,882a100eebfffff,0.012710254049192902,40.72542812628646,-73.81151716335307,85,74.0,76
589,882a100eedfffff,0.008204296410002993,40.735661377787984,-73.82471523526478,77,71.0,57
590,882a100f01fffff,0.0004192851832679409,40.78131760499156,-73.89915504369341,54,58.0,46
591,882a100f03fffff,0.0004192851832679409,40.77344797443439,-73.89672001387635,75,71.0,58
592,882a100f05fffff,0.0004192851832679409,40.78367826336037,-73.9099510813327,66,69.0,75
593,882a100f07fffff,0.0014459963371676423,40.77580859145285,-73.90751409839365,98,80.0,74
594,882a100f09fffff,0.0,40.786826357541884,-73.89079408278783,1,41.0,25
595,882a100f0bfffff,0.0,40.77895603064226,-73.88836018519,25,64.0,36
596,882a100f0dfffff,0.0022146858398255343,40.78918797346397,-73.90159089483858,3,26.0,26
597,882a100f11fffff,0.004981607945933233,40.763217591499426,-73.88349485157869,89,72.0,80
598,882a100f13fffff,0.008292865266752646,40.75534947972826,-73.88106341475306,96,83.0,77
599,882a100f15fffff,0.006716922422865454,40.76557908202875,-73.89428580498087,71,70.0,58
600,882a100f17fffff,0.015418137524465018,40.75771092801068,-73.89185241660067,85,86.0,83
601,882a100f19fffff,0.0005828215526112405,40.768723994167246,-73.87513538210432,76,77.0,62
602,882a100f1bfffff,0.008752578200718269,40.760855186253316,-73.87270507740624,94,77.0,87
603,882a100f1dfffff,0.0006837971327369605,40.77108644188272,-73.88592710825569,59,78.0,53
604,882a100f21fffff,0.0017054380666539249,40.780527077413275,-73.92910580182499,19,64.0,54
605,882a100f23fffff,0.006810696502570272,40.772658061623666,-73.9266657348402,95,79.0,85
606,882a100f25fffff,0.009296309621871581,40.78288494561719,-73.93990341959133,49,100.0,70
607,882a100f27fffff,0.01969296498592438,40.775015889594236,-73.93746139943343,62,82.0,79
608,882a100f29fffff,0.0006003603231784941,40.78603800537934,-73.92074829753432,28,55.0,61
609,882a100f2bfffff,0.0014459963371676423,40.77816829256886,-73.9183093612344,92,79.0,80
610,882a100f2dfffff,0.008477022073060149,40.78839683067928,-73.93154669172426,6,83.0,54
611,882a100f31fffff,0.011211847064116766,40.762431080288984,-73.91343395497813,96,100.0,74
612,882a100f33fffff,0.02037967885980232,40.75456358129208,-73.91099748420822,93,97.0,68
613,882a100f35fffff,0.01385164149253341,40.764789783546895,-73.9242264903627,99,85.0,78
614,882a100f37fffff,0.021959837496530594,40.756922243419254,-73.92178806798547,99,100.0,76
615,882a100f39fffff,0.005162880148906425,40.76793965747198,-73.90507793704046,89,75.0,60
